,file,sent_i,sent,ne_info,amr_graph,amr_head_name,amr_tail_name,amr_role,umr_head_name,umr_tail_name,umr_role,amr_head_id,umr_head_id,amr_tail_id,umr_tail_id
173,1,701,USC CS Assistant Professor Wyatt LLoyd,"[{'ORG': 'USC CS'}, {'PER': 'Wyatt LL'}]",DiGraph with 13 nodes and 12 edges,science,computer,:mod,,,,,,,
174,1,708,the wise girl,[{'B_human': 'girl'}],DiGraph with 2 nodes and 1 edges,girl,wise,:mod,,,,,,,
175,1,710,"DNA, or deoxyribonucleic acid, is the hereditary material in humans and almost all other organisms.",[],DiGraph with 13 nodes and 12 edges,material,hereditary,:mod,,,,,,,
176,1,710,"DNA, or deoxyribonucleic acid, is the hereditary material in humans and almost all other organisms.",[],DiGraph with 13 nodes and 12 edges,organism,other,:mod,,,,,,,
177,1,710,"DNA, or deoxyribonucleic acid, is the hereditary material in humans and almost all other organisms.",[],DiGraph with 13 nodes and 12 edges,organism,all,:mod,,,,,,,
178,1,710,"DNA, or deoxyribonucleic acid, is the hereditary material in humans and almost all other organisms.",[],DiGraph with 13 nodes and 12 edges,all,almost,:mod,,,,,,,
179,1,716,The French government raised taxes on luxury goods.,[{'MISC': 'French'}],DiGraph with 11 nodes and 10 edges,good,luxury,:mod,,,,,,,
180,1,717,The dermatologist examined the patient for symptoms skin cancer.,"[{'B_human': 'der'}, {'B_human': 'patient'}]",DiGraph with 9 nodes and 8 edges,symptom,disease,:mod,,,,,,,
181,1,718,TDAG51 up-regulation was attenuated by MEK inhibition (Figure 5).,"[{'MISC': 'TD'}, {'MISC': 'MEK'}]",DiGraph with 14 nodes and 13 edges,figure,5,:mod,,,,,,,
182,1,720,"The last time I saw her, she was still a child.","[{'B_human': 'child'}, {'PER': 'I'}, {'PER': 'her'}, {'PER': 'she'}]",DiGraph with 7 nodes and 6 edges,child,still,:mod,,,,,,,
183,1,720,"The last time I saw her, she was still a child.","[{'B_human': 'child'}, {'PER': 'I'}, {'PER': 'her'}, {'PER': 'she'}]",DiGraph with 7 nodes and 6 edges,see-01,last,:mod,,,,,,,
184,1,721,The CEO of Oshkosh Corp. talked about IEDs on TV.,"[{'ORG': 'Oshkosh Corp'}, {'ORG': 'I'}, {'MISC': 'ED'}, {'B_human': 'CEO'}]",DiGraph with 16 nodes and 15 edges,officer,chief,:mod,,,,,,,
185,1,721,The CEO of Oshkosh Corp. talked about IEDs on TV.,"[{'ORG': 'Oshkosh Corp'}, {'ORG': 'I'}, {'MISC': 'ED'}, {'B_human': 'CEO'}]",DiGraph with 16 nodes and 15 edges,officer,executive,:mod,,,,,,,
186,1,722,Superbowl ad rates increased again.,[],DiGraph with 8 nodes and 7 edges,increase-01,again,:mod,,,,,,,
187,1,722,Superbowl ad rates increased again.,[],DiGraph with 8 nodes and 7 edges,rate,advertise-01,:mod,,,,,,,
188,1,726,12 fl.oz. of misc. bevs,[],DiGraph with 6 nodes and 5 edges,beverage,miscellaneous,:mod,,,,,,,
189,1,726,12 fl.oz. of misc. bevs,[],DiGraph with 6 nodes and 5 edges,fluid-ounce,fluid,:mod,,,,,,,
190,1,732,a waltz in A-flat major,[],DiGraph with 6 nodes and 5 edges,waltz,music-key,:mod,,,,,,,
191,1,733,Mahler's Symphony No. 6 in A minor,"[{'PER': 'Mahler'}, {'MISC': 'Symphony No. 6'}]",DiGraph with 12 nodes and 11 edges,symphony,6,:mod,,,,,,,
192,1,733,Mahler's Symphony No. 6 in A minor,"[{'PER': 'Mahler'}, {'MISC': 'Symphony No. 6'}]",DiGraph with 12 nodes and 11 edges,symphony,music-key,:mod,,,,,,,
193,1,734,The MiG-25 fired an AAM at the Predator.,"[{'MISC': 'MiG-25'}, {'MISC': 'AA'}, {'MISC': 'Predator'}]",DiGraph with 12 nodes and 11 edges,missile,air,:source,,,,,,,
194,1,734,The MiG-25 fired an AAM at the Predator.,"[{'MISC': 'MiG-25'}, {'MISC': 'AA'}, {'MISC': 'Predator'}]",DiGraph with 12 nodes and 11 edges,fire-01,aircraft-type,:destination,,,,,,,
195,1,735,DH needed treatment at A&E after the attack.,"[{'ORG': 'DH'}, {'ORG': 'A&E'}]",DiGraph with 15 nodes and 14 edges,person,dear,:mod,,,,,,,
196,1,736,"The adulteress was required to wear a scarlet ""A"" on her dress.","[{'B_human': 'adult'}, {'PER': 'her'}]",DiGraph with 10 nodes and 9 edges,string-entity,scarlet,:mod,,,,,,,
197,1,740,"In English, ""a"" is a very common word.",[{'MISC': 'English'}],DiGraph with 9 nodes and 8 edges,word,common,:mod,,,,,,,
198,1,743,"""−"" means mock treatment.",[],DiGraph with 5 nodes and 4 edges,treat-04,mock,:mod,,,,,,,
199,1,749,The mayor didn't truly understand his citizens' concerns.,"[{'B_human': 'mayor'}, {'B_human': 'citizens'}]",DiGraph with 9 nodes and 8 edges,citizen,c3,:mod,,,,,,,
200,1,755,She divorced him in part due to his alcoholism.,"[{'PER': 'She'}, {'PER': 'him'}]",DiGraph with 7 nodes and 6 edges,divorce-01,cause-01,:ARG1-of,,,,,,,
201,1,756,What the hell did you tell her?,"[{'PER': 'you'}, {'PER': 'her'}]",DiGraph with 6 nodes and 5 edges,tell-01,hell,:mod,,,,,,,
202,1,760,"All employees will be treated equally without regard to race, gender, national origin, color, ethnicity, religion, disability or sexual orientation.",[{'B_human': 'employees'}],DiGraph with 17 nodes and 16 edges,person,all,:mod,,,,,,,
203,1,762,"For more information, click <a href=""http://www.hollywoodbowl.com"">here</a>.",[],DiGraph with 9 nodes and 8 edges,information,more,:mod,,,,,,,
204,1,771,"<a href=""http://gutenberg.net.au/ebooks03/0300771h.html"">The Little Prince</a>",[{'MISC': 'Little Prince'}],DiGraph with 5 nodes and 4 edges,prince,little,:mod,,,,,,,
205,1,773,"Raf-1 also correlated with nuclear activated MAPK (p=0.0022, r<sup>2</sup>=0.1525).","[{'MISC': 'Raf'}, {'MISC': '1'}, {'MISC': 'MA'}]",DiGraph with 15 nodes and 14 edges,correlate-01,nucleus,:mod,,,,,,,
206,1,773,"Raf-1 also correlated with nuclear activated MAPK (p=0.0022, r<sup>2</sup>=0.1525).","[{'MISC': 'Raf'}, {'MISC': '1'}, {'MISC': 'MA'}]",DiGraph with 15 nodes and 14 edges,correlate-01,also,:mod,,,,,,,
207,1,774,"All of these predictions were confirmed experimentally (Fig. 4, A-C).",[],DiGraph with 14 nodes and 13 edges,thing,all,:mod,,,,,,,
208,1,774,"All of these predictions were confirmed experimentally (Fig. 4, A-C).",[],DiGraph with 14 nodes and 13 edges,thing,this,:mod,,,,,,,
209,1,774,"All of these predictions were confirmed experimentally (Fig. 4, A-C).",[],DiGraph with 14 nodes and 13 edges,figure,"""4A""",:mod,,,,,,,
210,1,774,"All of these predictions were confirmed experimentally (Fig. 4, A-C).",[],DiGraph with 14 nodes and 13 edges,figure,"""4B""",:mod,,,,,,,
211,1,774,"All of these predictions were confirmed experimentally (Fig. 4, A-C).",[],DiGraph with 14 nodes and 13 edges,figure,"""4C""",:mod,,,,,,,
212,1,775,These frequencies were significantly different by Chi square test (p value = 0.001).,[{'MISC': 'Chi'}],DiGraph with 12 nodes and 11 edges,have-frequency-91,this,:mod,,,,,,,
213,1,780,Occupy Wall Street protesters demanded a reduction in economic inequality.,"[{'LOC': 'Wall Street'}, {'B_human': 'protesters'}]",DiGraph with 13 nodes and 12 edges,person,political-movement,:mod,,,,,,,
214,1,780,Occupy Wall Street protesters demanded a reduction in economic inequality.,"[{'LOC': 'Wall Street'}, {'B_human': 'protesters'}]",DiGraph with 13 nodes and 12 edges,equal-01,economy,:mod,,,,,,,
215,1,781,Vietnam is a communist nation.,[{'LOC': 'Vietnam'}],DiGraph with 9 nodes and 8 edges,nation,political-movement,:mod,,,,,,,
216,1,782,The mayor condemned the neo-Nazi violence.,"[{'MISC': 'neo'}, {'MISC': 'Nazi'}, {'B_human': 'mayor'}]",DiGraph with 8 nodes and 7 edges,violence,person,:mod,,,,,,,
217,1,782,The mayor condemned the neo-Nazi violence.,"[{'MISC': 'neo'}, {'MISC': 'Nazi'}, {'B_human': 'mayor'}]",DiGraph with 8 nodes and 7 edges,person,political-movement,:mod,,,,,,,
218,1,788,Where the bloody fuck did you hide my beer?,[{'PER': 'you'}],DiGraph with 9 nodes and 8 edges,hide-01,fuck,:mod,,,,,,,
219,1,788,Where the bloody fuck did you hide my beer?,[{'PER': 'you'}],DiGraph with 9 nodes and 8 edges,fuck,bloody,:mod,,,,,,,
220,1,789,Give me the fucking beer!,[{'PER': 'me'}],DiGraph with 6 nodes and 5 edges,beer,fucking :mode expressive,:mod,,,,,,,
221,1,790,WTF are you talking about?,[{'PER': 'you'}],DiGraph with 5 nodes and 4 edges,talk-01,fuck,:mod,,,,,,,
222,1,799,I know why the chicken crossed the road.,[{'PER': 'I'}],DiGraph with 7 nodes and 6 edges,thing,cause-01,:ARG0-of,,,,,,,
223,1,807,This food will last us for at least three months.,[{'PER': 'us'}],DiGraph with 8 nodes and 7 edges,food,this,:mod,,,,,,,
224,1,808,BP estimates that global oil reserves will last 53.3 years at the current production rates.,[{'ORG': 'BP'}],DiGraph with 16 nodes and 15 edges,reserve,oil,:mod,,,,,,,
225,1,808,BP estimates that global oil reserves will last 53.3 years at the current production rates.,[{'ORG': 'BP'}],DiGraph with 16 nodes and 15 edges,reserve,globe,:mod,,,,,,,
226,1,808,BP estimates that global oil reserves will last 53.3 years at the current production rates.,[{'ORG': 'BP'}],DiGraph with 16 nodes and 15 edges,rate,produce-01,:mod,,,,,,,
227,1,809,This well-built car will last you for a very long time.,[{'PER': 'you'}],DiGraph with 9 nodes and 8 edges,car,this,:mod,,,,,,,
228,1,817,Gefitinib binds wild-type EGFR kinase with K<sub>d</sub> = 53.5 nM.,"[{'ORG': 'Gefitinib'}, {'MISC': 'E'}]",DiGraph with 15 nodes and 14 edges,kinase,wild-type,:mod,,,,,,,
229,1,825,Seats in rows 6-20 cost $30.,[],DiGraph with 9 nodes and 8 edges,row,value-interval,:mod,,,,,,,
230,1,826,"To prepare for tomorrow's class, please read pages 320-325.",[],DiGraph with 12 nodes and 11 edges,page,value-interval,:mod,,,,,,,
231,1,836,"The most common word in English is ""the"".",[{'MISC': 'English'}],DiGraph with 10 nodes and 9 edges,word,language,:mod,,,,,,,
232,1,846,My name is Bill if you need me.,"[{'PER': 'Bill'}, {'PER': 'you'}, {'PER': 'me'}]",DiGraph with 11 nodes and 10 edges,relevant-01,need-01,:condition,,,,,,,
233,1,847,There is food in the fridge in case you get hungry.,[{'PER': 'you'}],DiGraph with 9 nodes and 8 edges,relevant-01,get-03,:condition,,,,,,,
234,1,853,Cuts are more or less unavoidable.,[],DiGraph with 4 nodes and 3 edges,possible-01 :polarity -,more-or-less,:mod,,,,,,,
235,1,855,Or you just tell them the truth.,"[{'PER': 'you'}, {'PER': 'them'}]",DiGraph with 6 nodes and 5 edges,tell-01,just,:mod,,,,,,,
236,1,857,This computer is small enough to fit in your pocket.,[],DiGraph with 9 nodes and 8 edges,computer,this,:mod,,,,,,,
237,1,859,I had scarcely enough drinking water to last a week.,[{'PER': 'I'}],DiGraph with 14 nodes and 13 edges,enough,scarce,:mod,,,,,,,
238,1,873,I need more light.,[{'PER': 'I'}],DiGraph with 4 nodes and 3 edges,light,more,:mod,,,,,,,
239,1,876,She married a man whom she had met only a month earlier.,"[{'B_human': 'man'}, {'PER': 'She'}, {'PER': 'she'}]",DiGraph with 11 nodes and 10 edges,temporal-quantity,only,:mod,,,,,,,
240,1,877,Inflation decreased to 1% in the latest quarter.,[],DiGraph with 6 nodes and 5 edges,quarter,last,:mod,,,,,,,
241,1,884,The vaccine shortage is an additional problem.,[],DiGraph with 4 nodes and 3 edges,problem,additional,:mod,,,,,,,
242,1,885,The candidate promised less inflation.,[{'B_human': 'candidate'}],DiGraph with 4 nodes and 3 edges,inflation,less,:mod,,,,,,,
243,1,886,The cool and wet spring led to fewer wildfires.,[],DiGraph with 6 nodes and 5 edges,spring,wet,:mod,,,,,,,
244,1,886,The cool and wet spring led to fewer wildfires.,[],DiGraph with 6 nodes and 5 edges,wildfire,less,:mod,,,,,,,
245,1,887,"<b>Ochamchire</b> or <b>Ochamchira</b> (Georgian: ოჩამჩირე, [ɔtʃʰɑmtʃʰire]; Abkhaz: Очамчыра, <i>Ochamchyra</i>; Russian: Очамчира, <i>Ochamchira</i>) is a seaside city on the Black Sea coast of Abkhazia, Georgia. and a centre of the eponymous district.","[{'LOC': 'Ochamchire'}, {'LOC': 'Ochamchira'}, {'MISC': 'Georgian'}, {'MISC': 'A'}, {'LOC': 'b'}, {'MISC': 'khaz'}, {'LOC': 'О'}, {'LOC': 'Ochamchyra'}, {'MISC': 'Russian'}, {'LOC': 'Оч'}, {'LOC': 'мчир'}, {'LOC': 'Ochamchira'}, {'LOC': 'Black Sea'}, {'LOC': 'A'}, {'LOC': 'bkhazia'}, {'LOC': 'Georgia'}]",DiGraph with 26 nodes and 25 edges,coast,sea,:mod,,,,,,,
246,1,887,"<b>Ochamchire</b> or <b>Ochamchira</b> (Georgian: ოჩამჩირე, [ɔtʃʰɑmtʃʰire]; Abkhaz: Очамчыра, <i>Ochamchyra</i>; Russian: Очамчира, <i>Ochamchira</i>) is a seaside city on the Black Sea coast of Abkhazia, Georgia. and a centre of the eponymous district.","[{'LOC': 'Ochamchire'}, {'LOC': 'Ochamchira'}, {'MISC': 'Georgian'}, {'MISC': 'A'}, {'LOC': 'b'}, {'MISC': 'khaz'}, {'LOC': 'О'}, {'LOC': 'Ochamchyra'}, {'MISC': 'Russian'}, {'LOC': 'Оч'}, {'LOC': 'мчир'}, {'LOC': 'Ochamchira'}, {'LOC': 'Black Sea'}, {'LOC': 'A'}, {'LOC': 'bkhazia'}, {'LOC': 'Georgia'}]",DiGraph with 26 nodes and 25 edges,coast,country-region,:mod,,,,,,,
247,1,895,The girl is almost as tall as the boy.,"[{'B_human': 'girl'}, {'B_human': 'boy'}]",DiGraph with 6 nodes and 5 edges,have-degree-91,almost,:mod,,,,,,,
248,1,899,This puppy is too cute.,[{'B_animal': 'puppy'}],DiGraph with 4 nodes and 3 edges,puppy,this,:mod,,,,,,,
249,1,900,"Johnny Ace's last words were ""It's okay! Gun's not loaded... see?""",[{'PER': 'Johnny Ace'}],DiGraph with 16 nodes and 15 edges,word,last,:mod,,,,,,,
250,1,905,St. Augustine was the earliest Spanish settlement in North America.,"[{'LOC': 'St. Augustine'}, {'MISC': 'Spanish'}, {'LOC': 'North America'}]",DiGraph with 19 nodes and 18 edges,settlement,country,:mod,,,,,,,
251,1,907,Have you read RAND's latest report on U.S. ground interventions?,"[{'ORG': 'RAND'}, {'LOC': 'U.S.'}, {'PER': 'you'}, {'PER': 'US'}]",DiGraph with 16 nodes and 15 edges,publication,last,:mod,,,,,,,
252,1,907,Have you read RAND's latest report on U.S. ground interventions?,"[{'ORG': 'RAND'}, {'LOC': 'U.S.'}, {'PER': 'you'}, {'PER': 'US'}]",DiGraph with 16 nodes and 15 edges,intervene-01,ground,:mod,,,,,,,
253,1,910,I might visit them again later next year.,"[{'PER': 'I'}, {'PER': 'them'}]",DiGraph with 9 nodes and 8 edges,visit-01,again,:mod,,,,,,,
254,1,910,I might visit them again later next year.,"[{'PER': 'I'}, {'PER': 'them'}]",DiGraph with 9 nodes and 8 edges,year,next,:mod,,,,,,,
255,1,914,He is a so called moocher.,"[{'B_human': 'm'}, {'PER': 'He'}]",DiGraph with 4 nodes and 3 edges,person,so-called,:mod,,,,,,,
256,1,922,The number of accidents decreased by more than 15% compared to last year.,[],DiGraph with 9 nodes and 8 edges,year,last,:mod,,,,,,,
257,1,925,House prices have risen to the point where an entire generation is struggling to afford a home.,[],DiGraph with 12 nodes and 11 edges,generation,entire,:mod,,,,,,,
258,1,929,"If the sun shines, we'll go to the beach; otherwise we will stay at home.",[{'PER': 'we'}],DiGraph with 12 nodes and 11 edges,go-02,shine-01,:condition,,,,,,,
259,1,929,"If the sun shines, we'll go to the beach; otherwise we will stay at home.",[{'PER': 'we'}],DiGraph with 12 nodes and 11 edges,stay-01,have-polarity-91,:condition,,,,,,,
260,1,930,To do otherwise would be dishonest.,[],DiGraph with 4 nodes and 3 edges,something,else,:mod,,,,,,,
261,1,933,polonium-210,[],DiGraph with 3 nodes and 2 edges,polonium,molecular-mass,:mod,,,,,,,
262,1,934,"As of 18 February 2017, the quantity of Iran's uranium enriched up to 3.67 percent  U-235 was 101.7 kg.","[{'LOC': 'Iran'}, {'MISC': 'U'}]",DiGraph with 22 nodes and 21 edges,uranium,molecular-mass,:mod,,,,,,,
263,1,940,She got a master's degree in linguistics from UCLA.,"[{'ORG': 'UCLA'}, {'B_human': 'master'}, {'PER': 'She'}]",DiGraph with 9 nodes and 8 edges,degree,university,:source,,,,,,,
264,1,940,She got a master's degree in linguistics from UCLA.,"[{'ORG': 'UCLA'}, {'B_human': 'master'}, {'PER': 'She'}]",DiGraph with 9 nodes and 8 edges,degree,master,:mod,,,,,,,
265,1,952,"For once, she did not complain about the gift.",[{'PER': 'she'}],DiGraph with 4 nodes and 3 edges,complain-01 :polarity -,for-once,:mod,,,,,,,
266,1,954,This machine can perform several tasks at once.,[],DiGraph with 7 nodes and 6 edges,perform-02,at-once-02,:mod,,,,,,,
267,1,954,This machine can perform several tasks at once.,[],DiGraph with 7 nodes and 6 edges,machine,this,:mod,,,,,,,
268,1,955,We need to solve this problem once and for all.,[{'PER': 'We'}],DiGraph with 6 nodes and 5 edges,solve-01,once-and-for-all,:mod,,,,,,,
269,1,955,We need to solve this problem once and for all.,[{'PER': 'We'}],DiGraph with 6 nodes and 5 edges,problem,this,:mod,,,,,,,
270,1,956,"Once upon a time, there was a little prince who lived on a planet far away.",[{'B_human': 'prince'}],DiGraph with 7 nodes and 6 edges,prince,little,:mod,,,,,,,
271,1,956,"Once upon a time, there was a little prince who lived on a planet far away.",[{'B_human': 'prince'}],DiGraph with 7 nodes and 6 edges,planet,away,:mod,,,,,,,
272,1,958,"Once again, Russia vetoed the resolution.",[{'LOC': 'Russia'}],DiGraph with 8 nodes and 7 edges,veto-01,again,:mod,,,,,,,
273,1,958,"Once again, Russia vetoed the resolution.",[{'LOC': 'Russia'}],DiGraph with 8 nodes and 7 edges,again,once,:mod,,,,,,,
274,1,960,"2 Corinthians 1:1a,15-24 (NRSV)",[{'ORG': 'Corinthians'}],DiGraph with 17 nodes and 16 edges,verse,and,:mod,,,,,,,
275,1,960,"2 Corinthians 1:1a,15-24 (NRSV)",[{'ORG': 'Corinthians'}],DiGraph with 17 nodes and 16 edges,chapter,1,:mod,,,,,,,
276,1,961,the eXchanger Inhibitory Peptide (XIP) region (residues 251-271) of NCX1,"[{'MISC': 'e'}, {'MISC': 'In'}, {'MISC': 'P'}, {'MISC': 'NC'}]",DiGraph with 13 nodes and 12 edges,protein-segment,residue,:consist-of,,,,,,,
277,1,961,the eXchanger Inhibitory Peptide (XIP) region (residues 251-271) of NCX1,"[{'MISC': 'e'}, {'MISC': 'In'}, {'MISC': 'P'}, {'MISC': 'NC'}]",DiGraph with 13 nodes and 12 edges,residue,value-interval,:mod,,,,,,,
278,1,966,"We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness.","[{'B_human': 'men'}, {'B_human': 'C'}, {'PER': 'We'}, {'PER': 'they'}]",DiGraph with 31 nodes and 30 edges,man,all,:mod,,,,,,,
279,1,967,ERK phosphorylates B-Raf on the S151 site.,"[{'ORG': 'ERK'}, {'MISC': 'B'}, {'MISC': 'Ra'}, {'MISC': 'S'}]",DiGraph with 14 nodes and 13 edges,amino-acid,151,:mod,,,,,,,
280,1,969,Cars ca n't move because of overflowing sewers .,[],DiGraph with 6 nodes and 5 edges,possible-01 :polarity -,cause-01,:ARG1-of,,,,,,,
