,file,sent_i,sent,ne_info,amr_graph,amr_head_name,amr_tail_name,amr_role,umr_head_name,umr_tail_name,umr_role,amr_head_id,umr_head_id,amr_tail_id,umr_tail_id,y_guess,y_guess_dist,y_pred
60,2,21,"<b>Guy Edward Fletcher</b> (born 24 May 1960 in Maidstone, Kent) is an English multi-instrumentalist, best known for his position as the keyboard player in the rock band Dire Straits from 1984 until the group's dissolution, and his subsequent work with Dire Straits frontman Mark Knopfler.","[{'PER': 'Guy Edward Fletcher'}, {'LOC': 'Maidstone'}, {'LOC': 'Kent'}, {'MISC': 'English'}, {'ORG': 'Dire Straits'}, {'ORG': 'Dire Straits'}, {'PER': 'Mark Knopfler'}, {'B_human': 'player'}, {'B_human': 'frontman'}]",DiGraph with 60 nodes and 59 edges,instrumentalist,multiple,:mod,instrumentalist,multiple,:mod,i2_0,i2_0,m_24,m_24,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
61,2,21,"<b>Guy Edward Fletcher</b> (born 24 May 1960 in Maidstone, Kent) is an English multi-instrumentalist, best known for his position as the keyboard player in the rock band Dire Straits from 1984 until the group's dissolution, and his subsequent work with Dire Straits frontman Mark Knopfler.","[{'PER': 'Guy Edward Fletcher'}, {'LOC': 'Maidstone'}, {'LOC': 'Kent'}, {'MISC': 'English'}, {'ORG': 'Dire Straits'}, {'ORG': 'Dire Straits'}, {'PER': 'Mark Knopfler'}, {'B_human': 'player'}, {'B_human': 'frontman'}]",DiGraph with 60 nodes and 59 edges,team,band,:mod,team,band,:mod,t_33,t_33,b2_38,b2_38,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
62,2,21,"<b>Guy Edward Fletcher</b> (born 24 May 1960 in Maidstone, Kent) is an English multi-instrumentalist, best known for his position as the keyboard player in the rock band Dire Straits from 1984 until the group's dissolution, and his subsequent work with Dire Straits frontman Mark Knopfler.","[{'PER': 'Guy Edward Fletcher'}, {'LOC': 'Maidstone'}, {'LOC': 'Kent'}, {'MISC': 'English'}, {'ORG': 'Dire Straits'}, {'ORG': 'Dire Straits'}, {'PER': 'Mark Knopfler'}, {'B_human': 'player'}, {'B_human': 'frontman'}]",DiGraph with 60 nodes and 59 edges,band,rock,:mod,band,rock,:mod,b2_38,b2_38,r_39,r_39,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
63,2,23,"Faicchio borders the following municipalities: Cusano Mutri, Gioia Sannitica, Puglianello, Ruviano, San Lorenzello, San Salvatore Telesino.","[{'LOC': 'Faic'}, {'LOC': 'o'}, {'LOC': 'Cusano Mutri'}, {'ORG': 'G'}, {'LOC': 'ioia Sannitica'}, {'LOC': 'Puglianello'}, {'LOC': 'Ru'}, {'LOC': 'viano'}, {'LOC': 'San Lorenzello'}, {'LOC': 'San Salvatore Telesino'}]",DiGraph with 42 nodes and 41 edges,local-region,municipality,:mod,local-region,municipality,:mod,l_6,l_6,m_11,m_11,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
64,2,24,"<b>Cressex Community School</b> is a cooperative thrust secondary school in High Wycombe, Buckinghamshire.","[{'LOC': 'C'}, {'ORG': 'ressex'}, {'LOC': 'High Wycombe'}, {'LOC': 'Buckinghamshire'}]",DiGraph with 19 nodes and 18 edges,school,secondary,:mod,school,secondary,:mod,s_0,s_0,s3_7,s3_7,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
65,2,25,"It is a foundation school, which takes children from the age of 3 through to the age of 18.",[{'B_human': 'children'}],DiGraph with 11 nodes and 10 edges,school,foundation,:mod,school,foundation,:mod,s_0,s_0,f_1,f_1,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
66,2,27,"<i><b>Teheran 43</b></i> is a 1981 USSR-France-Switzerland drama film made by Mosfilm, <i>Mediterraneo Cine</i> and <i>Pro Dis Film</i>, directed by Aleksandr Alov and Vladimir Naumov.","[{'ORG': 'Te'}, {'LOC': 'her'}, {'ORG': 'an'}, {'MISC': 'USSR'}, {'LOC': 'France'}, {'LOC': 'Switzerland'}, {'ORG': 'Mosfilm'}, {'MISC': 'Me'}, {'MISC': 'diterraneo Cine'}, {'ORG': 'Pro Dis Film'}, {'PER': 'Aleksandr Alov'}, {'PER': 'Vladimir Naumov'}]",DiGraph with 50 nodes and 49 edges,film,country,:mod,film,country,:mod,f_0,f_0,c_8,c_8,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
67,2,27,"<i><b>Teheran 43</b></i> is a 1981 USSR-France-Switzerland drama film made by Mosfilm, <i>Mediterraneo Cine</i> and <i>Pro Dis Film</i>, directed by Aleksandr Alov and Vladimir Naumov.","[{'ORG': 'Te'}, {'LOC': 'her'}, {'ORG': 'an'}, {'MISC': 'USSR'}, {'LOC': 'France'}, {'LOC': 'Switzerland'}, {'ORG': 'Mosfilm'}, {'MISC': 'Me'}, {'MISC': 'diterraneo Cine'}, {'ORG': 'Pro Dis Film'}, {'PER': 'Aleksandr Alov'}, {'PER': 'Vladimir Naumov'}]",DiGraph with 50 nodes and 49 edges,film,country,:mod,film,country,:mod,f_0,f_0,c2_12,c_8,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
68,2,27,"<i><b>Teheran 43</b></i> is a 1981 USSR-France-Switzerland drama film made by Mosfilm, <i>Mediterraneo Cine</i> and <i>Pro Dis Film</i>, directed by Aleksandr Alov and Vladimir Naumov.","[{'ORG': 'Te'}, {'LOC': 'her'}, {'ORG': 'an'}, {'MISC': 'USSR'}, {'LOC': 'France'}, {'LOC': 'Switzerland'}, {'ORG': 'Mosfilm'}, {'MISC': 'Me'}, {'MISC': 'diterraneo Cine'}, {'ORG': 'Pro Dis Film'}, {'PER': 'Aleksandr Alov'}, {'PER': 'Vladimir Naumov'}]",DiGraph with 50 nodes and 49 edges,film,country,:mod,film,country,:mod,f_0,f_0,c3_16,c_8,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
69,2,27,"<i><b>Teheran 43</b></i> is a 1981 USSR-France-Switzerland drama film made by Mosfilm, <i>Mediterraneo Cine</i> and <i>Pro Dis Film</i>, directed by Aleksandr Alov and Vladimir Naumov.","[{'ORG': 'Te'}, {'LOC': 'her'}, {'ORG': 'an'}, {'MISC': 'USSR'}, {'LOC': 'France'}, {'LOC': 'Switzerland'}, {'ORG': 'Mosfilm'}, {'MISC': 'Me'}, {'MISC': 'diterraneo Cine'}, {'ORG': 'Pro Dis Film'}, {'PER': 'Aleksandr Alov'}, {'PER': 'Vladimir Naumov'}]",DiGraph with 50 nodes and 49 edges,film,drama,:mod,film,drama,:mod,f_0,f_0,d2_20,d2_20,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
70,2,28,"It is based on events around Operation Long Jump, the 1943 attempt by Nazi Germany to assassinate Winston Churchill, Joseph Stalin and Franklin Delano Roosevelt during the Tehran Conference.","[{'MISC': 'Operation Long Jump'}, {'MISC': 'Nazi'}, {'LOC': 'Germany'}, {'PER': 'Winston Churchill'}, {'PER': 'Joseph Stalin'}, {'PER': 'Franklin Delano Roosevelt'}, {'MISC': 'Tehran Conference'}]",DiGraph with 44 nodes and 43 edges,country,political-movement,:mod,country,political-movement,:mod,c_10,c_10,p_14,p_14,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
71,2,29,"<b>Trần Đại Quang</b> (born 12 October 1956) is a Vietnamese politician, who is the President of Vietnam, in office since 2 April 2016 and one of the country's top leaders.","[{'PER': 'T'}, {'PER': 'ầ'}, {'PER': 'n Đại Quang'}, {'MISC': 'Vietnamese'}, {'LOC': 'Vietnam'}, {'B_human': 'politician'}, {'B_human': 'leaders'}]",DiGraph with 29 nodes and 28 edges,politician,country,:mod,politician,country,:mod,p3_0,p3_0,c_1,c_1,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
72,2,29,"<b>Trần Đại Quang</b> (born 12 October 1956) is a Vietnamese politician, who is the President of Vietnam, in office since 2 April 2016 and one of the country's top leaders.","[{'PER': 'T'}, {'PER': 'ầ'}, {'PER': 'n Đại Quang'}, {'MISC': 'Vietnamese'}, {'LOC': 'Vietnam'}, {'B_human': 'politician'}, {'B_human': 'leaders'}]",DiGraph with 29 nodes and 28 edges,person,top,:mod,person,top,:mod,p2_14,p2_14,t_17,t_17,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
73,2,30,Previously he served as Minister of Public Security from 2011 to 2016.,"[{'ORG': 'Public Security'}, {'PER': 'he'}]",DiGraph with 11 nodes and 10 edges,security,public,:mod,security,public,:mod,s2_3,s2_3,p2_4,p2_4,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
74,2,31,"<b>Karl William Turner</b> (born 15 April 1971) is a British Labour Party politician, who has been the Member of Parliament (MP) for Kingston upon Hull East since 2010.","[{'PER': 'Karl William Turner'}, {'ORG': 'British Labour Party'}, {'LOC': 'Kingston upon Hull East'}, {'B_human': 'politician'}, {'B_human': 'MP'}]",DiGraph with 36 nodes and 35 edges,politician,country,:mod,politician,country,:mod,p4_0,p4_0,c_14,c_14,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
75,2,32,"He was appointed Shadow Attorney General in January 2016 by Jeremy Corbyn, before resigning in June.","[{'PER': 'Jeremy Corbyn'}, {'PER': 'He'}]",DiGraph with 18 nodes and 17 edges,attorney,general,:mod,attorney,general,:mod,a2_7,a2_7,g_8,g_8,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
76,2,32,"He was appointed Shadow Attorney General in January 2016 by Jeremy Corbyn, before resigning in June.","[{'PER': 'Jeremy Corbyn'}, {'PER': 'He'}]",DiGraph with 18 nodes and 17 edges,attorney,shadow,:mod,attorney,shadow,:mod,a2_7,a2_7,s_9,s_9,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
77,2,33,The <b>Doug Sanders Celebrity Classic</b> was a golf tournament on the Champions Tour from 1988 to 1994.,"[{'PER': 'Doug Sanders'}, {'MISC': 'Celebrity Classic'}, {'MISC': 'Champions Tour'}]",DiGraph with 19 nodes and 18 edges,tournament,golf-01,:mod,tournament,golf-01,:mod,t_0,t_0,g_1,g_1,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
78,2,36,It is known from South Africa to eastern Africa (up to Angola and Zambia).,"[{'LOC': 'South Africa'}, {'LOC': 'Africa'}, {'LOC': 'Angola'}, {'LOC': 'Zambia'}]",DiGraph with 22 nodes and 21 edges,know-02,country,:source,know-02,country,:source,k_0,k_0,c_2,c_2,"[':material', ':source', ':start']","[0.1, 0.6, 0.3]","[':source', ':source', ':source', ':source', ':source']"
79,2,38,The primary purpose is reducing water flow velocity to counteract erosion.,[],DiGraph with 8 nodes and 7 edges,have-purpose-91,primary,:mod,have-purpose-91,primary,:mod,h_0,h_0,p_7,p_7,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
80,2,38,The primary purpose is reducing water flow velocity to counteract erosion.,[],DiGraph with 8 nodes and 7 edges,velocity,flow-01,:mod,velocity,flow-01,:mod,v_2,v_2,f_3,f_3,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
81,2,39,"<b>Vitskøl Abbey</b> (Danish: Vitskøl Kloster; Latin: Vitae Schola, meaning ""school of life"") is a former Cistercian monastery near Ranum in Himmerland in Region Nordjylland, Denmark, one of the oldest existing monastic complexes in northern Europe.","[{'LOC': 'Vitskøl Abbey'}, {'MISC': 'Danish'}, {'LOC': 'Vitskøl Kloster'}, {'MISC': 'Latin'}, {'LOC': 'Vitae Schol'}, {'MISC': 'a'}, {'MISC': 'Cistercian'}, {'LOC': 'Ranum'}, {'LOC': 'Himmerland'}, {'LOC': 'Region Nordjylland'}, {'LOC': 'Denmark'}, {'LOC': 'Europe'}]",DiGraph with 41 nodes and 40 edges,monastery,religious-group,:mod,monastery,religious-group,:mod,m_0,m_0,r_2,r_2,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
82,2,39,"<b>Vitskøl Abbey</b> (Danish: Vitskøl Kloster; Latin: Vitae Schola, meaning ""school of life"") is a former Cistercian monastery near Ranum in Himmerland in Region Nordjylland, Denmark, one of the oldest existing monastic complexes in northern Europe.","[{'LOC': 'Vitskøl Abbey'}, {'MISC': 'Danish'}, {'LOC': 'Vitskøl Kloster'}, {'MISC': 'Latin'}, {'LOC': 'Vitae Schol'}, {'MISC': 'a'}, {'MISC': 'Cistercian'}, {'LOC': 'Ranum'}, {'LOC': 'Himmerland'}, {'LOC': 'Region Nordjylland'}, {'LOC': 'Denmark'}, {'LOC': 'Europe'}]",DiGraph with 41 nodes and 40 edges,complex,monastic,:mod,complex,monastic,:mod,c5_25,c5_25,m2_26,m2_26,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
83,2,40,"<b>Estradiol</b> (abbreviated as <b>E2</b>), or <b>17β-estradiol</b>, also known as <b>estra-1,3,5(10)-triene-3,17β-diol</b>, is a steroid and estrogen sex hormone, and the primary female sex hormone.",[{'MISC': 'E'}],DiGraph with 13 nodes and 12 edges,hormone,sex,:mod,hormone,sex,:mod,h_2,h_2,s2_3,s2_3,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
84,2,40,"<b>Estradiol</b> (abbreviated as <b>E2</b>), or <b>17β-estradiol</b>, also known as <b>estra-1,3,5(10)-triene-3,17β-diol</b>, is a steroid and estrogen sex hormone, and the primary female sex hormone.",[{'MISC': 'E'}],DiGraph with 13 nodes and 12 edges,hormone,estrogen,:mod,hormone,estrogen,:mod,h_2,h_2,e_4,e_4,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
85,2,40,"<b>Estradiol</b> (abbreviated as <b>E2</b>), or <b>17β-estradiol</b>, also known as <b>estra-1,3,5(10)-triene-3,17β-diol</b>, is a steroid and estrogen sex hormone, and the primary female sex hormone.",[{'MISC': 'E'}],DiGraph with 13 nodes and 12 edges,hormone,sex,:mod,hormone,sex,:mod,h2_5,h_2,s3_6,s2_3,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
86,2,42,<b>BRAF</b> is a human gene that makes a protein called B-Raf.,"[{'MISC': 'BRAF'}, {'MISC': 'B'}]",DiGraph with 11 nodes and 10 edges,gene,human,:mod,gene,human,:mod,g_0,g_0,h_1,h_1,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
87,2,43,"The gene is also referred to as <b>proto-oncogene B-Raf</b> and <b>v-Raf murine sarcoma viral oncogene homolog B</b>, while the protein is more formally known as <b>serine/threonine-protein kinase B-Raf</b>.",[{'MISC': 'co'}],DiGraph with 31 nodes and 30 edges,refer-01,also,:mod,refer-01,also,:mod,r_1,r_1,a3_19,a3_19,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
88,2,44,"<b>Twin Hills Airport</b> (IATA: <b>TWA</b>, FAA LID: <b>A63</b>) is a state-owned, public-use airport serving Twin Hills, in the Dillingham Census Area of the U.S. state of Alaska.","[{'LOC': 'Twin Hills Airport'}, {'ORG': 'TWA'}, {'LOC': 'Twin Hills'}, {'LOC': 'Dillingham Census Area'}, {'LOC': 'U'}, {'LOC': 'S'}, {'LOC': 'Alaska'}, {'PER': 'US'}]",DiGraph with 44 nodes and 43 edges,identifier,organization,:mod,identifier,organization,:mod,i3_31,i3_31,o2_33,o2_33,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
89,2,46,"<b>Vrakbukta</b> (<i>The Wreck Bay</i>) is a bay at the northwestern side of Kongsøya in Kong Karls Land, Svalbard.","[{'LOC': 'Vrakbukta'}, {'LOC': 'Wreck Bay'}, {'LOC': 'Kongsøya'}, {'LOC': 'Kong Karls Land'}, {'LOC': 'Svalbard'}]",DiGraph with 21 nodes and 20 edges,side,northwestern,:mod,side,northwestern,:mod,s_1,s_1,n_2,n_2,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
90,2,47,It is located between Retziusfjellet and the headland of Kennedyneset.,"[{'LOC': 'Retziusfjellet'}, {'LOC': 'Kennedyneset'}]",DiGraph with 12 nodes and 11 edges,headland,location,:mod,headland,location,:mod,h_7,h_7,l_8,l_8,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
91,2,48,<b>Propanethiol</b> is an organic compound with the molecular formula C<sub>3</sub<H<sub>8</sub>S.,"[{'MISC': 'Pro'}, {'MISC': 'S'}]",DiGraph with 10 nodes and 9 edges,compound,organic,:mod,compound,organic,:mod,c_0,c_0,o_1,o_1,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
92,2,48,<b>Propanethiol</b> is an organic compound with the molecular formula C<sub>3</sub<H<sub>8</sub>S.,"[{'MISC': 'Pro'}, {'MISC': 'S'}]",DiGraph with 10 nodes and 9 edges,compound,formula,:mod,compound,formula,:mod,c_0,c_0,f_2,f_2,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
93,2,48,<b>Propanethiol</b> is an organic compound with the molecular formula C<sub>3</sub<H<sub>8</sub>S.,"[{'MISC': 'Pro'}, {'MISC': 'S'}]",DiGraph with 10 nodes and 9 edges,formula,molecule,:mod,formula,molecule,:mod,f_2,f_2,m_3,m_3,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
94,2,48,<b>Propanethiol</b> is an organic compound with the molecular formula C<sub>3</sub<H<sub>8</sub>S.,"[{'MISC': 'Pro'}, {'MISC': 'S'}]",DiGraph with 10 nodes and 9 edges,formula,string-entity,:mod,formula,string-entity,:mod,f_2,f_2,s3_4,s3_4,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
95,2,50,<b>State Route 203</b> (<b>SR 203</b>) is a primary state highway in the U.S. state of Virginia.,"[{'MISC': 'State Route 203'}, {'MISC': 'SR 203'}, {'LOC': 'U.S'}, {'LOC': 'Virginia'}, {'PER': 'US'}]",DiGraph with 17 nodes and 16 edges,highway,primary,:mod,highway,primary,:mod,h_0,h_0,p_1,p_1,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
96,2,50,<b>State Route 203</b> (<b>SR 203</b>) is a primary state highway in the U.S. state of Virginia.,"[{'MISC': 'State Route 203'}, {'MISC': 'SR 203'}, {'LOC': 'U.S'}, {'LOC': 'Virginia'}, {'PER': 'US'}]",DiGraph with 17 nodes and 16 edges,highway,state,:mod,highway,state,:mod,h_0,h_0,s2_2,s2_2,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
97,2,51,"Known for most of its length as Oldhams Road, the state highway runs 9.76 miles (15.71 km) from SR 3 at Lyells north to SR 608 and SR 1007 in Kinsale.","[{'LOC': 'Oldhams Road'}, {'LOC': 'SR'}, {'LOC': 'Lyells'}, {'LOC': 'SR'}, {'LOC': 'SR'}, {'LOC': 'Kinsale'}]",DiGraph with 42 nodes and 41 edges,highway,state,:mod,highway,state,:mod,h_1,h_1,s_2,s_2,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
98,2,52,"<i><b>Plaut v. Spendthrift Farm, Inc.</b></i>, 514 U.S. 211 (1995), was a case in which the Supreme Court of the United States held that Congress may not retroactively require federal courts to reopen final judgments.","[{'PER': 'Plau'}, {'ORG': 't'}, {'ORG': 'Spendthrift Farm, Inc'}, {'LOC': 'U.S'}, {'ORG': 'Supreme Court of the United States'}, {'ORG': 'Congress'}, {'PER': 'US'}]",DiGraph with 45 nodes and 44 edges,require-01,retroactive,:mod,require-01,retroactive,:mod,r_13,r_13,r2_25,r2_25,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
99,2,52,"<i><b>Plaut v. Spendthrift Farm, Inc.</b></i>, 514 U.S. 211 (1995), was a case in which the Supreme Court of the United States held that Congress may not retroactively require federal courts to reopen final judgments.","[{'PER': 'Plau'}, {'ORG': 't'}, {'ORG': 'Spendthrift Farm, Inc'}, {'LOC': 'U.S'}, {'ORG': 'Supreme Court of the United States'}, {'ORG': 'Congress'}, {'PER': 'US'}]",DiGraph with 45 nodes and 44 edges,judge-01,final,:mod,judge-01,final,:mod,j_20,j_20,f2_22,f2_22,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
100,2,52,"<i><b>Plaut v. Spendthrift Farm, Inc.</b></i>, 514 U.S. 211 (1995), was a case in which the Supreme Court of the United States held that Congress may not retroactively require federal courts to reopen final judgments.","[{'PER': 'Plau'}, {'ORG': 't'}, {'ORG': 'Spendthrift Farm, Inc'}, {'LOC': 'U.S'}, {'ORG': 'Supreme Court of the United States'}, {'ORG': 'Congress'}, {'PER': 'US'}]",DiGraph with 45 nodes and 44 edges,court,federal,:mod,court,federal,:mod,c4_23,c4_23,f_24,f_24,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
101,2,53,"Writing for the Court, Justice Scalia asserted that such action amounted to an unauthorized encroachment by Congress upon the powers of the judiciary and therefore violated the constitutional principle of separation of powers.","[{'ORG': 'Court'}, {'PER': 'Justice Scalia'}, {'ORG': 'Congress'}]",DiGraph with 33 nodes and 32 edges,act-02,such,:mod,act-02,such,:mod,a3_8,a3_8,s_9,s_9,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
102,2,53,"Writing for the Court, Justice Scalia asserted that such action amounted to an unauthorized encroachment by Congress upon the powers of the judiciary and therefore violated the constitutional principle of separation of powers.","[{'ORG': 'Court'}, {'PER': 'Justice Scalia'}, {'ORG': 'Congress'}]",DiGraph with 33 nodes and 32 edges,principle,constitution,:mod,principle,constitution,:mod,p3_22,p3_22,c2_23,c2_23,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
103,2,54,<b>Gawade</b> is a Marathi surname.,"[{'PER': 'Gawa'}, {'MISC': 'Marathi'}]",DiGraph with 9 nodes and 8 edges,surname,language,:mod,surname,language,:mod,s_0,s_0,l_1,l_1,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
104,2,55,It is spelled as ’गावडे’ in Marathi and some people spell it as Gawde or Gavade or Gavde in English.,"[{'MISC': 'Marathi'}, {'LOC': 'Gawde'}, {'LOC': 'Gavade'}, {'LOC': 'Gavde'}, {'MISC': 'English'}]",DiGraph with 12 nodes and 11 edges,spell-01,language,:mod,spell-01,language,:mod,s2_0,s2_0,l_8,l_8,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
105,2,55,It is spelled as ’गावडे’ in Marathi and some people spell it as Gawde or Gavade or Gavde in English.,"[{'MISC': 'Marathi'}, {'LOC': 'Gawde'}, {'LOC': 'Gavade'}, {'LOC': 'Gavde'}, {'MISC': 'English'}]",DiGraph with 12 nodes and 11 edges,person,some,:mod,person,some,:mod,p_1,p_1,s_2,s_2,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
106,2,56,"<b>Posterior Polymorphous Corneal Dystrophy</b> (<b>PPCD</b>; sometimes also <i>Schlichting dystrophy</i>) is a type of corneal dystrophy, characterised by changes in Descemet's membrane and endothelial layer.","[{'MISC': 'Corneal D'}, {'MISC': 'Sc'}, {'ORG': 'Descemet'}]",DiGraph with 21 nodes and 20 edges,layer,endothelium,:mod,layer,endothelium,:mod,l_17,l_17,e_18,e_18,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
107,2,56,"<b>Posterior Polymorphous Corneal Dystrophy</b> (<b>PPCD</b>; sometimes also <i>Schlichting dystrophy</i>) is a type of corneal dystrophy, characterised by changes in Descemet's membrane and endothelial layer.","[{'MISC': 'Corneal D'}, {'MISC': 'Sc'}, {'ORG': 'Descemet'}]",DiGraph with 21 nodes and 20 edges,dystrophy,cornea,:mod,dystrophy,cornea,:mod,d2_19,d2_19,c_20,c_20,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
108,2,57,Symptoms mainly consist of decreased vision due to corneal edema.,[],DiGraph with 8 nodes and 7 edges,consist-01,main,:mod,consist-01,main,:mod,c_0,c_0,m_7,m_7,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
109,2,57,Symptoms mainly consist of decreased vision due to corneal edema.,[],DiGraph with 8 nodes and 7 edges,edema,cornea,:mod,edema,cornea,:mod,e_5,e_5,c3_6,c3_6,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
110,2,58,"<b>Elon Farnsworth</b> (February 2, 1799, Woodstock, Vermont – March 24, 1877, Detroit) was an American lawyer and politician.","[{'PER': 'El'}, {'PER': 'on Farnsworth'}, {'LOC': 'Woodstock'}, {'LOC': 'Vermont'}, {'LOC': 'Detroit'}, {'MISC': 'American'}, {'B_human': 'lawyer'}, {'B_human': 'politician'}]",DiGraph with 36 nodes and 35 edges,person,country,:mod,person,country,:mod,p_0,p_0,c_1,c_1,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
111,2,59,He served as both Attorney General and Chancellor of the state of Michigan.,"[{'LOC': 'Michigan'}, {'PER': 'He'}]",DiGraph with 10 nodes and 9 edges,attorney,general,:mod,attorney,general,:mod,a2_3,a2_3,g_4,g_4,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
112,2,62,<b>Alexis Marcou</b> /ɑːlɛksismærkʊ/ is a visual artist and illustrator known for his commercial and self initiated work.,"[{'PER': 'Alexis Marcou'}, {'B_human': 'artist'}, {'B_human': 'illustrator'}]",DiGraph with 17 nodes and 16 edges,artist,visual,:mod,artist,visual,:mod,a2_1,a2_1,v_2,v_2,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
113,2,64,<b>WVBF</b> (1530 AM) is a radio station broadcasting a news/talk format.,[{'ORG': 'WVBF'}],DiGraph with 17 nodes and 16 edges,format,news,:mod,format,news,:mod,f_4,f_4,n_5,n_5,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
