,file,sent_i,sent,ne_info,amr_prints,amr_graph,amr_head_name,amr_tail_name,amr_role,umr_head_name,umr_tail_name,umr_role,amr_head_id,umr_head_id,amr_tail_id,umr_tail_id,animacy,y_guess,y_guess_dist,y_pred
37,AMR to UMR targerted conversion split roles - Graphs.csv,32,"He drove west, from Houston to Austin .","[{'LOC': 'Houston'}, {'LOC': 'Austin'}, {'PER': 'He'}]","


(d / drive-01
      :ARG0 (h / he)
      :direction (w / west)
      :source (c / city :wiki ""Houston""
            :name (n / name :op1 ""Houston""))
      :destination (c2 / city :wiki ""Austin,_Texas""
            :name (n2 / name :op1 ""Austin"")))",DiGraph with 11 nodes and 11 edges,drive-01,city,:source,drive-01,city,:source,d_3,s4d_1,c_6,s4c_6,inanimate,"[':material', ':source', ':start']","[0.1, 0.6, 0.3]","[':source', ':start', ':start', ':source', ':source', ':source', ':source', ':start', ':start', ':start', ':source', ':start', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source']"
38,AMR to UMR targerted conversion split roles - Graphs.csv,32,"He drove west, from Houston to Austin .","[{'LOC': 'Houston'}, {'LOC': 'Austin'}, {'PER': 'He'}]","


(d / drive-01
      :ARG0 (h / he)
      :direction (w / west)
      :source (c / city :wiki ""Houston""
            :name (n / name :op1 ""Houston""))
      :destination (c2 / city :wiki ""Austin,_Texas""
            :name (n2 / name :op1 ""Austin"")))",DiGraph with 11 nodes and 11 edges,drive-01,city,:destination,drive-01,city,:source,d_3,s4d_1,c2_10,s4c_6,inanimate,[':goal'],[1.0],"[':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal', ':goal']"
39,AMR to UMR targerted conversion split roles - Graphs.csv,33, I backed away from the window.,[{'PER': 'I'}],"


(b / back-02
      :ARG0 (i / i)
      :source (w / window))",DiGraph with 3 nodes and 3 edges,back-02,window,:source,back-02,window,:start,b_3,s44b_2,w_5,s44w_6,inanimate,"[':material', ':source', ':start']","[0.1, 0.6, 0.3]","[':source', ':source', ':start', ':source', ':source', ':source', ':start', ':material', ':start', ':source', ':source', ':source', ':material', ':start', ':source', ':source', ':source', ':source', ':source', ':start']"
40,AMR to UMR targerted conversion split roles - Graphs.csv,34,These have all be vacated too from what I'm hearing.,[],"


(v / vacate-01
      :ARG1 (t / this
            :mod (a / all))
      :source (t2 / thing
            :ARG1-of (h / hear-01
                  :ARG0 (i / i)))
      :mod (t3 / too))",DiGraph with 7 nodes and 7 edges,vacate-01,too,:mod,vacate-01,too,:mod,v_3,s45v_0,t3_9,s45t2_7,inanimate,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod']"
41,AMR to UMR targerted conversion split roles - Graphs.csv,36,She got a master's degree in linguistics from UCLA.,"[{'ORG': 'UCLA'}, {'B_human': 'master'}, {'PER': 'She'}]","


(g / get-01
      :ARG0 (s / she)
      :ARG1 (d / degree
            :mod (m / master)
            :topic (l / linguistics)
            :source (u / university :wiki ""University_of_California,_Los_Angeles"" :name (n / name :op1 ""UCLA""))))",DiGraph with 9 nodes and 9 edges,degree,master,:mod,degree,master,:mod,d_5,s47d_3,m_6,s47m_4,inanimate,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod']"
42,AMR to UMR targerted conversion split roles - Graphs.csv,37,Hallmark could make a fortune off of this guy.,"[{'MISC': 'Hallmark'}, {'B_human': 'guy'}]","


(p / possible-01
      :ARG1 (m / make-05
            :ARG0 (c / company :wiki ""Hallmark_Cards""
                  :name (n / name :op1 ""Hallmark""))
            :ARG1 (f / fortune
                  :source (g / guy
                        :mod (t / this)))))",DiGraph with 9 nodes and 9 edges,fortune,guy,:source,fortune,guy,:source,f_9,s48f_4,g_10,s48g_5,animate,[':source'],[1.0],"[':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source', ':source']"
43,AMR to UMR targerted conversion split roles - Graphs.csv,37,Hallmark could make a fortune off of this guy.,"[{'MISC': 'Hallmark'}, {'B_human': 'guy'}]","


(p / possible-01
      :ARG1 (m / make-05
            :ARG0 (c / company :wiki ""Hallmark_Cards""
                  :name (n / name :op1 ""Hallmark""))
            :ARG1 (f / fortune
                  :source (g / guy
                        :mod (t / this)))))",DiGraph with 9 nodes and 9 edges,guy,this,:mod,guy,this,:mod,g_10,s48g_5,t_11,s48t_6,inanimate,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod']"
44,AMR to UMR targerted conversion split roles - Graphs.csv,38,It stimulates others to be big contributors so they may be in on the next wave of free cash from the boy king.,"[{'B_human': 'contributors'}, {'B_human': 'boy king'}, {'PER': 'they'}]","


(s / stimulate-01
      :ARG0 (i / it)
      :ARG1 (o / other)
      :ARG3 (c / contribute-01
            :ARG0 o
            :degree (b / big))
      :purpose (p / possible-01
            :ARG1 (p2 / participate-01
                  :ARG0 o
                  :ARG1 (w / wave-04
                        :ARG1 (c2 / cash
                              :ARG1-of (f / free-03)
                              :source (k / king
                                    :mod (b2 / boy)))
                        :mod (n / next)))))",DiGraph with 15 nodes and 15 edges,cash,king,:source,cash,king,:source,c2_13,s49c2_14,k_15,s49k_16,inanimate,"[':material', ':source', ':start']","[0.1, 0.6, 0.3]","[':source', ':source', ':start', ':start', ':source', ':start', ':source', ':start', ':start', ':material', ':start', ':source', ':source', ':start', ':start', ':material', ':source', ':source', ':source', ':source']"
45,AMR to UMR targerted conversion split roles - Graphs.csv,38,It stimulates others to be big contributors so they may be in on the next wave of free cash from the boy king.,"[{'B_human': 'contributors'}, {'B_human': 'boy king'}, {'PER': 'they'}]","


(s / stimulate-01
      :ARG0 (i / it)
      :ARG1 (o / other)
      :ARG3 (c / contribute-01
            :ARG0 o
            :degree (b / big))
      :purpose (p / possible-01
            :ARG1 (p2 / participate-01
                  :ARG0 o
                  :ARG1 (w / wave-04
                        :ARG1 (c2 / cash
                              :ARG1-of (f / free-03)
                              :source (k / king
                                    :mod (b2 / boy)))
                        :mod (n / next)))))",DiGraph with 15 nodes and 15 edges,wave-04,next,:mod,wave-04,next,:mod,w_12,s49w_13,n_17,s49n_18,inanimate,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod']"
46,AMR to UMR targerted conversion split roles - Graphs.csv,38,It stimulates others to be big contributors so they may be in on the next wave of free cash from the boy king.,"[{'B_human': 'contributors'}, {'B_human': 'boy king'}, {'PER': 'they'}]","


(s / stimulate-01
      :ARG0 (i / it)
      :ARG1 (o / other)
      :ARG3 (c / contribute-01
            :ARG0 o
            :degree (b / big))
      :purpose (p / possible-01
            :ARG1 (p2 / participate-01
                  :ARG0 o
                  :ARG1 (w / wave-04
                        :ARG1 (c2 / cash
                              :ARG1-of (f / free-03)
                              :source (k / king
                                    :mod (b2 / boy)))
                        :mod (n / next)))))",DiGraph with 15 nodes and 15 edges,king,boy,:mod,king,boy,:mod,k_15,s49k_16,b2_16,s49b2_17,inanimate,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':other-role', ':mod', ':mod', ':mod', ':mod', ':mod']"
47,AMR to UMR targerted conversion split roles - Graphs.csv,39,The Wonder Tour will start from Hong Kong .,"[{'MISC': 'Wonder Tour'}, {'LOC': 'Hong Kong'}]","


(s / start-01
      :ARG1 (e2 / event :wiki -
            :name (n / name :op1 ""The"" :op2 ""Wonder"" :op3 ""Tour""))
      :source (c / city :wiki ""Hong_Kong""
            :name (n2 / name :op1 ""Hong"" :op2 ""Kong"")))",DiGraph with 12 nodes and 12 edges,start-01,city,:source,start-01,city,:start,s_3,s50s_2,c_10,s50c_7,inanimate,"[':material', ':source', ':start']","[0.1, 0.6, 0.3]","[':start', ':source', ':source', ':source', ':source', ':material', ':source', ':start', ':source', ':source', ':source', ':source', ':start', ':material', ':source', ':source', ':start', ':source', ':source', ':source']"
48,AMR to UMR targerted conversion split roles - Graphs.csv,40,"After all , what are the joyful memories from inside paradise ?",[],"


(m / memory
      :mod (j / joyful)
      :domain (a / amr-unknown)
      :source (i / inside
            :op1 (p / paradise))
      :mod (a2 / after-all))",DiGraph with 6 nodes and 6 edges,memory,joyful,:mod,memory,joyful,:mod,m_3,s51m_2,j_4,s51j_3,inanimate,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod']"
49,AMR to UMR targerted conversion split roles - Graphs.csv,40,"After all , what are the joyful memories from inside paradise ?",[],"


(m / memory
      :mod (j / joyful)
      :domain (a / amr-unknown)
      :source (i / inside
            :op1 (p / paradise))
      :mod (a2 / after-all))",DiGraph with 6 nodes and 6 edges,memory,after-all,:mod,memory,after-all,:mod,m_3,s51m_2,a2_8,s51a_7,inanimate,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod', ':mod']"
